n	100	OWN	7628.000000	STL	28182.000000
n	1000	OWN	59919.000000	STL	179455.000000
n	10000	OWN	558603.000000	STL	4543429.000000
n	100000	OWN	5682301.000000	STL	19634386.000000
n	1000000	OWN	77321027.000000	STL	190746746.000000
n	10000000	OWN	4035307506.000000	STL	111449571.000000
